,neuron_id,mean_firing_rate,cv2_isi,cluster,waveform_width,peak_asymmetry,channel,is_single_unit,session_name,group_name,experiment_name
394,1617.0,0.10778218890577777,1.024794611865092,no_baseline,38.0,0.14285714285714285,1,1,hamilton_31,acute_cit,HAMILTON
395,1655.0,0.44177914900161114,1.0069127649903113,no_baseline,59.0,0.2532188841201717,23,1,hamilton_31,acute_cit,HAMILTON
396,1700.0,0.06930808065038888,0.9512307669202889,no_baseline,74.0,0.24666666666666667,10,1,hamilton_38,acute_cit,HAMILTON
397,1708.0,0.02739557802716666,0.9198791755944399,no_baseline,49.0,0.1821561338289963,17,1,hamilton_38,acute_cit,HAMILTON
398,1715.0,0.004113000352777778,0.8850743178272314,no_baseline,77.0,0.19201995012468828,24,1,hamilton_38,acute_cit,HAMILTON
399,1732.0,0.10456141442988888,1.0650159930916145,no_baseline,55.0,0.1864406779661017,29,1,hamilton_38,acute_cit,HAMILTON
400,1735.0,0.006300595075611112,1.3613250282947942,no_baseline,22.0,0.09166666666666666,30,1,hamilton_38,acute_cit,HAMILTON
401,1736.0,0.02669799565088889,1.146323084781336,no_baseline,48.0,0.18461538461538463,30,1,hamilton_38,acute_cit,HAMILTON
402,1751.0,0.08007506511477777,0.9619448845325473,no_baseline,31.0,0.12062256809338522,25,1,hamilton_38,acute_cit,HAMILTON
403,1772.0,0.0999173212336111,0.9356250726210187,no_baseline,63.0,0.21951219512195122,12,1,hamilton_37,acute_sal,HAMILTON
404,1818.0,0.4038897265896666,0.6793336539709598,no_baseline,25.0,0.10040160642570281,20,1,hamilton_37,acute_sal,HAMILTON
405,1827.0,0.47205228684077777,1.0097555672285872,no_baseline,57.0,0.2602739726027397,32,1,hamilton_37,acute_sal,HAMILTON
406,1828.0,0.3406869713769445,1.038612637473028,no_baseline,53.0,0.20784313725490197,16,1,hamilton_37,acute_sal,HAMILTON
407,1829.0,0.3728013255011667,1.0201610748332293,no_baseline,46.0,0.17037037037037037,26,1,hamilton_37,acute_sal,HAMILTON
408,1830.0,0.06777248815850001,1.1447303466832142,no_baseline,39.0,0.14285714285714285,16,1,hamilton_37,acute_sal,HAMILTON
409,1831.0,0.20377874749327776,1.1387931024371563,no_baseline,50.0,0.18115942028985507,5,1,hamilton_37,acute_sal,HAMILTON
410,1836.0,0.3054826907045555,1.0005248597759295,no_baseline,43.0,0.16226415094339622,1,1,hamilton_37,acute_sal,HAMILTON
411,1842.0,0.46555684632307687,1.0461219965846664,no_baseline,99.0,0.4604651162790698,3,1,hamilton_35,acute_sal,HAMILTON
412,1848.0,0.0821788046548718,0.9163927043062111,no_baseline,49.0,0.17689530685920576,6,1,hamilton_35,acute_sal,HAMILTON
413,1857.0,0.41848027341493593,1.0464082144164177,no_baseline,24.0,0.09448818897637795,10,1,hamilton_35,acute_sal,HAMILTON
414,1874.0,0.2762020244600641,0.9435382270229785,no_baseline,51.0,0.18149466192170818,14,1,hamilton_35,acute_sal,HAMILTON
415,1888.0,0.06508780795057693,1.0183212676952025,no_baseline,34.0,0.1440677966101695,22,1,hamilton_35,acute_sal,HAMILTON
416,1889.0,0.2677096466624359,0.9107886019667019,no_baseline,29.0,0.11372549019607843,24,1,hamilton_35,acute_sal,HAMILTON
417,1900.0,0.13923992739211538,1.230462700601832,no_baseline,19.0,0.07692307692307693,32,1,hamilton_35,acute_sal,HAMILTON
418,1963.0,0.2763551317885746,1.0406012209731432,no_baseline,41.0,0.15355805243445692,9,1,hamilton_32,acute_sal,HAMILTON
419,1975.0,0.018830956405324457,1.0159526889569148,no_baseline,133.0,0.525691699604743,23,1,hamilton_32,acute_sal,HAMILTON
420,1988.0,0.38385854757149196,1.0624830904229945,no_baseline,62.0,0.2052980132450331,27,1,hamilton_32,acute_sal,HAMILTON
421,1990.0,0.004806181803050471,0.8538163010883142,no_baseline,111.0,0.3024523160762943,32,1,hamilton_32,acute_sal,HAMILTON
422,1993.0,0.012219308116749861,1.2981156992699665,no_baseline,123.0,0.5061728395061729,14,1,hamilton_32,acute_sal,HAMILTON
423,2000.0,0.3124393402575707,0.9106122426446206,no_baseline,37.0,0.13962264150943396,11,1,hamilton_32,acute_sal,HAMILTON
424,1063.0,,,no_baseline,,,23,1,hamilton_09,acute_cit,HAMILTON
425,1753.0,,,no_baseline,,,10,1,hamilton_38,acute_cit,HAMILTON
